subject,electrode,roi,effect,cluster_idx,sign,extent_windows,cluster_onset,cluster_offset,cluster_p_value,peak_F,peak_time,cluster_p_fdr,sig_after_fdr
D0057,RAI12,lpfc,C(switchType),0,1,6,-0.5625,-0.25,0.044,8.078788517042309,-0.4375,0.3596521739130435,False
D0057,RAI12,lpfc,C(switchProportion),-1,0,0,,,1.0,3.1110293243367018,-0.3125,1.0,False
D0057,RAI12,lpfc,C(switchType):C(switchProportion),-1,0,0,,,1.0,1.1449827202479153,-0.0625,1.0,False
D0057,RAI13,lpfc,C(switchType),-1,0,0,,,1.0,1.7402791618434266,0.9375,1.0,False
D0057,RAI13,lpfc,C(switchProportion),-1,0,0,,,1.0,1.7922678769077218,0.6875,1.0,False
D0057,RAI13,lpfc,C(switchType):C(switchProportion),-1,0,0,,,1.0,3.259554776553816,-0.25,1.0,False
D0057,RAI14,lpfc,C(switchType),-1,0,0,,,1.0,7.563638655455917,0.875,1.0,False
D0057,RAI14,lpfc,C(switchProportion),-1,0,0,,,1.0,7.390666853283407,-0.0625,1.0,False
D0057,RAI14,lpfc,C(switchType):C(switchProportion),-1,0,0,,,1.0,1.954103050953071,1.125,1.0,False
D0057,RAI15,lpfc,C(switchType),-1,0,0,,,1.0,2.878357662612286,-0.6875,1.0,False
D0057,RAI15,lpfc,C(switchProportion),-1,0,0,,,1.0,5.052596605831793,1.375,1.0,False
D0057,RAI15,lpfc,C(switchType):C(switchProportion),-1,0,0,,,1.0,3.110251822748667,0.6875,1.0,False
D0057,RAI16,lpfc,C(switchType),-1,0,0,,,1.0,4.521839157515259,-0.75,1.0,False
D0057,RAI16,lpfc,C(switchProportion),-1,0,0,,,1.0,9.77187604090286,1.375,1.0,False
D0057,RAI16,lpfc,C(switchType):C(switchProportion),-1,0,0,,,1.0,3.212807252602306,0.4375,1.0,False
D0057,RAI6,lpfc,C(switchType),-1,0,0,,,1.0,8.17251757479825,-0.3125,1.0,False
D0057,RAI6,lpfc,C(switchProportion),0,1,6,0.75,1.0625,0.02,5.704561127892572,0.9375,0.42525,False
D0057,RAI6,lpfc,C(switchType):C(switchProportion),-1,0,0,,,1.0,4.180565923181804,-0.125,1.0,False
