ch1,ch2,n_A,n_B,mean_A,mean_B,mean_diff,time_window,perm_n,perm_pval,perm_method,perm_significant,perm_exclude_self,perm_alternative,perm_q_bh,perm_significant_bh
RAI16,LASF10,1,1,0.4914276041056959,0.6225704869925243,-0.13114288288682835,"(0.5,1.0)",1260,0.0,without_replacement,True,True,greater,0.0,True
RAI16,LASF11,1,1,0.5069879977976078,0.5633452852222249,-0.0563572874246171,"(0.5,1.0)",1260,0.005,without_replacement,True,True,greater,0.016785714285714286,True
RAI16,LASF15,1,1,,0.5553604015952166,,"(0.5,1.0)",1008,0.0,without_replacement,True,True,greater,0.0,True
RAI16,LMSF12,1,1,0.538040904888272,0.5448212303234953,-0.006780325435223222,"(0.5,1.0)",1260,0.0,without_replacement,True,True,greater,0.0,True
RAI16,LMSF5,1,1,0.54773716185605,0.5390658225649396,0.008671339291110414,"(0.5,1.0)",1260,0.0,without_replacement,True,True,greater,0.0,True
RAI16,LMSF6,1,1,0.4853267228300406,0.6047971504347341,-0.11947042760469356,"(0.5,1.0)",1260,0.0,without_replacement,True,True,greater,0.0,True
RAI16,RAI11,1,1,0.4934932154902022,0.5759387697077584,-0.08244555421755617,"(0.5,1.0)",1260,0.005,without_replacement,True,True,greater,0.016785714285714286,True
RAI16,RAI4,1,1,0.54591824913169,0.537667261387682,0.00825098774400801,"(0.5,1.0)",1260,0.0,without_replacement,True,True,greater,0.0,True
RAI16,RAI6,1,1,0.5384553006721586,0.5509033287967618,-0.012448028124603217,"(0.5,1.0)",1260,0.0,without_replacement,True,True,greater,0.0,True
RAI16,RAMF10,1,1,0.549689493101036,0.5410133676290091,0.008676125472026897,"(0.5,1.0)",1260,0.0,without_replacement,True,True,greater,0.0,True
RAI16,RAMF12,1,1,0.5668595618630055,0.5218609731806491,0.0449985886823564,"(0.5,1.0)",1260,0.0,without_replacement,True,True,greater,0.0,True
RAI16,RAMF14,1,1,0.5600909794995836,0.5314761946465346,0.028614784853049025,"(0.5,1.0)",1260,0.0,without_replacement,True,True,greater,0.0,True
RAI16,RAMF9,1,1,0.549689493101036,0.5162106499365693,0.0334788431644667,"(0.5,1.0)",1260,0.015,without_replacement,True,True,greater,0.04779661016949152,True
