ch1,ch2,n_A,n_B,mean_A,mean_B,mean_diff,time_window,perm_n,perm_pval,perm_method,perm_significant,perm_exclude_self,perm_alternative,perm_q_bh,perm_significant_bh
RAI16,RAI14,1,1,0.6092739915565895,0.5184830087773368,0.09079098277925268,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAI6,RAI12,1,1,0.4500710063262755,0.6526864766589964,-0.20261547033272087,"(1.0,1.5)",272,0.035,without_replacement,True,True,greater,0.14424242424242426,False
RAIF11,RAIF12,1,1,0.5685797690705439,0.5302830135554222,0.03829675551512168,"(1.0,1.5)",272,0.02,without_replacement,True,True,greater,0.09066666666666667,False
RAIF12,RAI14,1,1,0.5308711231702791,0.5932459519079575,-0.06237482873767841,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAIF12,RAI16,1,1,0.6176365462903406,0.5181608244109672,0.09947572187937337,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAIF12,RAMF11,1,1,0.5328583374989648,0.5607504307265984,-0.02789209322763353,"(1.0,1.5)",272,0.03,without_replacement,True,True,greater,0.13161290322580646,False
RAIF12,RAMF12,1,1,0.5472502166626636,0.61776953852132,-0.07051932185865639,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAIF12,RAMF13,1,1,0.519667213911048,0.6444259398230671,-0.12475872591201909,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAIF12,RPI15,1,1,0.6280653974151243,0.5503405782853482,0.07772481912977613,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAIF13,RPI14,1,1,0.5487606725445379,0.5975416896634484,-0.048781017118910586,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAIF14,RAI12,1,1,0.4824329619836811,0.7006623212318145,-0.21822935924813341,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAIF14,RAI13,1,1,0.540300469229956,0.7192539786192925,-0.17895350938933652,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAIF14,RAI14,1,1,0.5182375729500884,0.6090257262990737,-0.09078815334898527,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAMF10,RAI6,1,1,0.5088122927584093,0.5930274780619763,-0.08421518530356698,"(1.0,1.5)",272,0.035,without_replacement,True,True,greater,0.14424242424242426,False
RAMF10,RPI15,1,1,0.668864992483956,0.509826255536361,0.15903873694759507,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAMF11,RAI13,1,1,0.5808662124231848,0.5820459299081778,-0.0011797174849930148,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAMF11,RAI14,1,1,0.5495688475660998,0.5545865613119126,-0.005017713745812835,"(1.0,1.5)",272,0.01,without_replacement,True,True,greater,0.05037037037037037,False
RAMF11,RAI6,1,1,0.5862069435204728,0.5367388400645078,0.049468103455964973,"(1.0,1.5)",272,0.005,without_replacement,True,True,greater,0.027200000000000002,True
RAMF11,RPI15,1,1,0.6010455242154261,0.5165921073020407,0.08445341691338537,"(1.0,1.5)",272,0.01,without_replacement,True,True,greater,0.05037037037037037,False
RAMF12,RAI15,1,1,0.6187605791734397,0.5149604520603025,0.10380012711313724,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAMF12,RAI6,1,1,0.5888750745306376,0.539746373906685,0.04912870062395258,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAMF12,RAMF13,1,1,0.6291538583768426,0.6345331158832452,-0.005379257506402668,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAMF12,RPI15,1,1,0.5855443777720927,0.5615470879868228,0.023997289785269826,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAMF13,RAI16,1,1,0.572367752479477,,,"(1.0,1.5)",256,0.0,without_replacement,True,True,greater,0.0,True
RAMF13,RPI15,1,1,,0.6468769676256152,,"(1.0,1.5)",256,0.0,without_replacement,True,True,greater,0.0,True
RAMF14,RAI12,1,1,0.5611335324841409,0.6085392795908746,-0.04740574710673373,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RAMF14,RAI15,1,1,0.5859703599104704,0.5226621631731161,0.06330819673735433,"(1.0,1.5)",272,0.02,without_replacement,True,True,greater,0.09066666666666667,False
RPI14,RAI13,1,1,0.554629868007635,0.5361828633623634,0.018447004645271603,"(1.0,1.5)",272,0.045,without_replacement,True,True,greater,0.18,False
RPI14,RAMF10,1,1,0.5390436902356656,0.5884833755622026,-0.049439685326537086,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RPI14,RAMF13,1,1,0.6774465104604238,0.4909046990583007,0.18654181140212311,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RPI14,RAMF14,1,1,0.6074003784361096,0.5333777850400303,0.0740225933960793,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RPI15,RAI12,1,1,0.5482461526591837,0.5775228469282706,-0.029276694269086856,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
RPI15,RAI13,1,1,0.4689843649785288,0.6446635580123456,-0.17567919303381685,"(1.0,1.5)",272,0.02,without_replacement,True,True,greater,0.09066666666666667,False
RPI15,RAI6,1,1,0.5381545545028994,0.6160973280150551,-0.07794277351215573,"(1.0,1.5)",272,0.0,without_replacement,True,True,greater,0.0,True
