subject,electrode,roi,effect,cluster_idx,sign,extent_windows,cluster_onset,cluster_offset,cluster_p_value,peak_F,peak_time,cluster_p_fdr,sig_after_fdr
D0057,RAI12,lpfc,C(congruency),-1,0,0,,,1.0,3.2847716919968417,1.25,1.0,False
D0057,RAI12,lpfc,C(incongruentProportion),-1,0,0,,,1.0,2.2461661622420728,1.25,1.0,False
D0057,RAI12,lpfc,C(congruency):C(incongruentProportion),0,-1,7,-0.375,0.0,0.024,8.345968671826718,-0.3125,0.756,False
D0057,RAI13,lpfc,C(congruency),-1,0,0,,,1.0,3.2417918980505336,-0.0625,1.0,False
D0057,RAI13,lpfc,C(incongruentProportion),-1,0,0,,,1.0,2.8435605704239473,-0.6875,1.0,False
D0057,RAI13,lpfc,C(congruency):C(incongruentProportion),-1,0,0,,,1.0,4.716441060185226,1.125,1.0,False
D0057,RAI14,lpfc,C(congruency),-1,0,0,,,1.0,3.194650140095982,0.875,1.0,False
D0057,RAI14,lpfc,C(incongruentProportion),-1,0,0,,,1.0,3.3058246621695764,0.6875,1.0,False
D0057,RAI14,lpfc,C(congruency):C(incongruentProportion),-1,0,0,,,1.0,2.199436167584347,1.375,1.0,False
D0057,RAI15,lpfc,C(congruency),-1,0,0,,,1.0,3.9195329685171623,0.625,1.0,False
D0057,RAI15,lpfc,C(incongruentProportion),-1,0,0,,,1.0,4.346913809783093,0.625,1.0,False
D0057,RAI15,lpfc,C(congruency):C(incongruentProportion),-1,0,0,,,1.0,1.9177715603129484,0.625,1.0,False
D0057,RAI16,lpfc,C(congruency),-1,0,0,,,1.0,1.5205303681261846,1.25,1.0,False
D0057,RAI16,lpfc,C(incongruentProportion),-1,0,0,,,1.0,5.022797262671626,-0.375,1.0,False
D0057,RAI16,lpfc,C(congruency):C(incongruentProportion),-1,0,0,,,1.0,2.213759719333434,-0.25,1.0,False
D0057,RAI6,lpfc,C(congruency),-1,0,0,,,1.0,2.5165821701459383,0.0625,1.0,False
D0057,RAI6,lpfc,C(incongruentProportion),-1,0,0,,,1.0,4.57219173929292,0.125,1.0,False
D0057,RAI6,lpfc,C(congruency):C(incongruentProportion),-1,0,0,,,1.0,4.23700703672826,0.3125,1.0,False
D0057,RAIF11,lpfc,C(congruency),-1,0,0,,,1.0,8.413735488206202,1.0625,1.0,False
