subject,part,condition,window_start,window_end,ch1,ch2,n_epochs,sig_freqs
D0057,lpfc,stimulus_i,0.5,1.0,RAI5-RAI6,RAI6-RAI7,207,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,stimulus_i,0.5,1.0,RAI5-RAI6,RAI11-RAI12,207,"4.88,5.92,6.12,6.33,7.79,8.00"
D0057,lpfc,stimulus_i,0.5,1.0,RAI5-RAI6,RAI12-RAI13,207,"3.83,4.04,4.25,4.46,4.67"
D0057,lpfc,stimulus_i,0.5,1.0,RAI5-RAI6,RAI15-RAI16,207,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12"
D0057,lpfc,stimulus_i,0.5,1.0,RAI5-RAI6,RAIF12-RAIF13,207,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46"
D0057,lpfc,stimulus_i,0.5,1.0,RAI5-RAI6,RAMF9-RAMF10,207,"4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54"
D0057,lpfc,stimulus_i,0.5,1.0,RAI5-RAI6,RAMF10-RAMF11,207,"7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,stimulus_i,0.5,1.0,RAI5-RAI6,RAMF11-RAMF12,207,"3.42,3.62,3.83,4.04,4.25,4.46"
D0057,lpfc,stimulus_i,0.5,1.0,RAI5-RAI6,RAMF12-RAMF13,207,"3.62,3.83,4.04,4.25,4.46,4.67"
D0057,lpfc,stimulus_i,0.5,1.0,RAI5-RAI6,RAMF13-RAMF14,207,"4.04,4.25"
D0057,lpfc,stimulus_i,0.5,1.0,RAI6-RAI7,RAI11-RAI12,207,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,stimulus_i,0.5,1.0,RAI6-RAI7,RAI12-RAI13,207,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46"
D0057,lpfc,stimulus_i,0.5,1.0,RAI6-RAI7,RAI15-RAI16,207,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,5.71,5.92,6.12"
D0057,lpfc,stimulus_i,0.5,1.0,RAI6-RAI7,RAIF12-RAIF13,207,7.58
D0057,lpfc,stimulus_i,0.5,1.0,RAI6-RAI7,RAMF9-RAMF10,207,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,stimulus_i,0.5,1.0,RAI6-RAI7,RAMF10-RAMF11,207,"5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,stimulus_i,0.5,1.0,RAI6-RAI7,RAMF11-RAMF12,207,"3.83,4.04,4.25,4.46,6.75,6.96,7.17,7.38,7.58,7.79"
D0057,lpfc,stimulus_i,0.5,1.0,RAI6-RAI7,RAMF12-RAMF13,207,"5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,stimulus_i,0.5,1.0,RAI11-RAI12,RAI12-RAI13,207,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,stimulus_i,0.5,1.0,RAI11-RAI12,RAI13-RAI14,207,"4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,stimulus_i,0.5,1.0,RAI11-RAI12,RAI15-RAI16,207,"3.00,3.21,3.42,3.62,3.83,4.04,4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92,6.12,6.33,6.54,6.75,6.96,7.17,7.38,7.58,7.79,8.00"
D0057,lpfc,stimulus_i,0.5,1.0,RAI11-RAI12,RPI13-RPI14,207,"4.25,4.46,4.67,4.88,5.08,5.29,5.50,5.71,5.92"
