subject,electrode,roi,effect,cluster_idx,sign,extent_windows,cluster_onset,cluster_offset,cluster_p_value,peak_F,peak_time,cluster_p_fdr,sig_after_fdr
D0057,RAI12,lpfc,C(congruency),-1,0,0,,,1.0,2.670408214938745,1.3125,1.0,False
D0057,RAI12,lpfc,C(switchProportion),-1,0,0,,,1.0,2.305626546011071,-0.0625,1.0,False
D0057,RAI12,lpfc,C(congruency):C(switchProportion),0,1,6,0.4375,0.75,0.046,6.957364187048824,0.6875,0.9608888888888889,False
D0057,RAI13,lpfc,C(congruency),-1,0,0,,,1.0,2.50924524345063,0.4375,1.0,False
D0057,RAI13,lpfc,C(switchProportion),-1,0,0,,,1.0,2.0934266355075275,1.3125,1.0,False
D0057,RAI13,lpfc,C(congruency):C(switchProportion),-1,0,0,,,1.0,8.023709674931599,0.1875,1.0,False
D0057,RAI14,lpfc,C(congruency),-1,0,0,,,1.0,5.355472528629136,0.8125,1.0,False
D0057,RAI14,lpfc,C(switchProportion),-1,0,0,,,1.0,9.457893838913355,-0.0625,1.0,False
D0057,RAI14,lpfc,C(congruency):C(switchProportion),-1,0,0,,,1.0,4.137578322111142,-0.4375,1.0,False
D0057,RAI15,lpfc,C(congruency),-1,0,0,,,1.0,1.1775074769399139,-0.3125,1.0,False
D0057,RAI15,lpfc,C(switchProportion),-1,0,0,,,1.0,4.678803247449632,1.375,1.0,False
D0057,RAI15,lpfc,C(congruency):C(switchProportion),-1,0,0,,,1.0,5.148557880393356,-0.625,1.0,False
D0057,RAI16,lpfc,C(congruency),-1,0,0,,,1.0,2.02473595629905,1.25,1.0,False
D0057,RAI16,lpfc,C(switchProportion),-1,0,0,,,1.0,8.308370042066795,1.375,1.0,False
D0057,RAI16,lpfc,C(congruency):C(switchProportion),-1,0,0,,,1.0,3.280558061767878,0.1875,1.0,False
D0057,RAI6,lpfc,C(congruency),-1,0,0,,,1.0,2.0908127612040555,0.375,1.0,False
D0057,RAI6,lpfc,C(switchProportion),-1,0,0,,,1.0,5.559180918196411,0.4375,1.0,False
D0057,RAI6,lpfc,C(congruency):C(switchProportion),-1,0,0,,,1.0,7.986873431436314,-0.8125,1.0,False
D0057,RAIF11,lpfc,C(congruency),-1,0,0,,,1.0,10.398770600058832,1.125,1.0,False
D0057,RAIF11,lpfc,C(switchProportion),-1,0,0,,,1.0,2.3433447662133204,0.9375,1.0,False
D0057,RAIF11,lpfc,C(congruency):C(switchProportion),-1,0,0,,,1.0,5.965722007793277,1.0,1.0,False
D0057,RAIF12,lpfc,C(congruency),-1,0,0,,,1.0,10.083173288994775,1.0625,1.0,False
D0057,RAIF12,lpfc,C(switchProportion),-1,0,0,,,1.0,1.7361168235416968,-0.25,1.0,False
D0057,RAIF12,lpfc,C(congruency):C(switchProportion),-1,0,0,,,1.0,2.2038205810617764,-0.875,1.0,False
D0057,RAIF13,lpfc,C(congruency),-1,0,0,,,1.0,4.281980727654471,0.3125,1.0,False
D0057,RAIF13,lpfc,C(switchProportion),-1,0,0,,,1.0,2.2423752376147084,-0.8125,1.0,False
D0057,RAIF13,lpfc,C(congruency):C(switchProportion),-1,0,0,,,1.0,3.2673233451087893,-0.125,1.0,False
D0057,RAIF14,lpfc,C(congruency),-1,0,0,,,1.0,4.2305453035773715,0.375,1.0,False
