window_idx,time_center,significant,p_value
0,-0.75,False,0.09158168366326734
1,-0.25,False,0.7338532293541292
2,0.25,False,0.7750449910017997
3,0.75,False,0.6386722655468906
4,1.25,False,0.0687862427514497
