window_idx,time_center,significant,p_value
0,-0.75,False,0.26514697060587883
1,-0.25,False,0.7254549090181963
2,0.25,False,0.12157568486302739
3,0.75,False,0.6566686662667467
4,1.25,False,0.9622075584883023
